Course Code,Course Prefix,Course Number,Course Section,Season,Year,Course Name,Instructor,URL,Page,Link Index,Total Students,Grade A,Grade A-,Grade B+,Grade B,Grade B-,Grade C+,Grade C,Grade C-,Grade D,Grade F,Overall Mean,Overall StdDev,Overall Responses,StudyHours Mean,StudyHours StdDev,StudyHours Responses,Attendance Mean,Attendance StdDev,Attendance Responses,Valuable Comments,Improvement Comments,Credits,SBC,Prerequisites,Advisory
AAS118,AAS,118,01,Spring,2015,INTRODUCTION TO ASIAN STUDIES,Peg Spitzer,https://classie-evals.stonybrook.edu/Section/details/AAS/118/01/LEC/1154/53097,1,31,33,8,8,0,4,5,2,2,3,1,0,,,,1.62,0.78,,1.62,0.78,,"I felt that most of the assignments being group work helped me understand the material much more than if I were to work alone. I also liked how doing work that led up to one of the final assignments required a good amount of research. Being able to research something properly is a good skill to have. | Learning about the culture in Asia. There are so many information, history, culture, religion, about Asia that people should learn and understand. Asia is entirely different than America and it would be wise to know their culture before visiting their country. I loved learning about these countries. | This class really provided a lot of background information of many countries in Asia in terms of history, language, religion,  and modernization. | Overall, it is a great course. We did learn much stuff in class.
In course participation is great. I really improved the in class presentation. | It helped me to learn a little bit of culture from many different asian countries.","Assessment is time-limited. So go around the class is kind of waste of time. Maybe we could prepare for that and post it on the blackboard so that we can learn before.
It cost too much of time after class, like search information or read the materials after class. Though sometimes we group have already distribute the work, but some of the students did not show up in the next time. Anyway, it is only a 100 level class.
Some of the group members didn't do anything but they share the same grade as the students prepared. It is unfair! Because someone didn't do anything in the group, so anyone else in the group need much more time than expected. Someone would not like to do that until the night before the class. | be honest, this class is more like a group study or self-study class. The instructor never talk anything important in class, we do not have any resource or text book, every content of the class are all from our group study members. And every time the content and requirement of each exam that the instructor told us are different from the real exam. Even I feel like I spend most time on this course, but learned nothing from this instructor! | Keeping one group to do all the module. I had a difficult time with trying to contact some classmates or working with them since they either not respond to my emails or never attend the class for that particular module. I had some classmates that I worked well with and it would been nice to work with them on all the module. This was, we can get work done and know them well. | The in-class assignments were unrealistic, such as developing a play that has nothing to do with Asia, as well as creating a timeline and themes that were just lead by one person. All the in-class assignments were with groups, and usually no one takes charge. There is also no grade for these in-class assignments which is unfair because some people work harder than others. | Too much teamwork, and the professor seldom teach by herself. And there is no text book, every class we have group studies, and we need to do big posters. HOWEVER, THERE IS NO POINTS FOR THAT!!!",,,,
AAS118,AAS,118,01,Fall,2015,INTRODUCTION TO ASIAN STUDIES,Peg Spitzer,https://classie-evals.stonybrook.edu/Section/details/AAS/118/01/LEC/1158/91505,1,32,36,8,9,7,3,3,1,1,0,1,3,,,,1.45,0.73,,1.45,0.73,,I find that it the instructor for this course really want to help us open up to the unknown history and places in Asia. This course also helps clarify many myths centered around Asian culture through our own efforts to uncover these facts. The course also promotes research because many of the assignments are related to the student's finding and thoughts. I would recommend freshmen to take this course because it is a great way to experience a ideal college level class. | The constant rotation of countries that we were able to study. We experienced all different countries at one point in the semester which I really appreciated. | I found the group work setting very valuable in this class because it allowed for great communication and to meet others as well . | The most valuable aspect of this course was realizing how diverse Asia really is the connects we never realized to make. | the group work in the class gave us incentive to find the information and to dig deep within the given subject,"Just modified the syllabus to tell the student that there are both a Viewshare due as well as an in class assessment on the due day. I misunderstood the syllabus and did not notice the first in class assessment. I would do better if I understood it correctly and got prepared for the test. | Less group projects... even though I understand the value of group projects and why communication is going to be important in the bigger picture of life, it does become tedious when we have a group project almost every week and most of us struggle with meeting up with our group members. | I think it's fine how it is, learned a lot and really appreciated the Professors teachings. Really liked the group work, it helped with learning about teamwork and meeting new people. | Grading could be a bit lenient and the uestions on the exam should mostly match on what we have to study for it. Students should also be told clearly what they should be prepared for. | if the professor could hit slides more often throughout the semester i believe that it would be beneficial. i believe she did slides 3x max throughout the class",,,,
AAS118,AAS,118,01,Spring,2016,INTRODUCTION TO ASIAN STUDIES,Peg Spitzer,https://classie-evals.stonybrook.edu/Section/details/AAS/118/01/LEC/1164/51587,1,33,37,8,4,5,4,4,5,0,1,1,5,,,,1.65,0.77,,1.65,0.77,,"The format of the course is really awesome--mainly in the presence of biweekly units with different group members and also the viewshare project. I think the combination of the two really brought me back to the ideas that were being discussed in class and made me think of Asia and what it means to me personally, and trying to rationalize the modern world in Asia. I think the course actually made me research things I would never have otherwise just by the sheer amount of knowledge and interesting points of departure for thought that Prof. Christoff offered her students. She really pushes her students to engage with others as well and I found that extremely valuable and rewarding. | the teacher is so kind, nice, and willing to help any of students in the outside of the class. Ans she is also a creative teacher I think because she uses the Viewshare as a way to understand the Asian culture. I like her very much. But her tests are so hard, and if you are lazy, don't take this class. But this class help me to better know the Asia culture. | I think Prof Christoff is a very great prof, and i learned a lot from oner class like note taking, and i also overcome the challenge of making a presentation in the public. | I'm not really sure. Everything was broad and group based. I guess group skills ? But barely because most people made me do all the work | This course offered a lot of broad, yet thought-provoking information about various countries in Asia.","Less group work and more teaching. It's nice to meet new people in class but I didn't feel like I effectively learned anything in the course. It was also too hard to hear some of my fellow classmates which made it difficult for note taking. The exams were a bit difficult and the styles changed a lot throughout, a warning of how the exams will be conducted would have been nice. I wish the group work was individually graded because a lot of the time I did most of the work, especially for one group I did the whole project because the group members never contacted me back. The View share project is a lot. It is hard to come up with selections and then say why they are meaningful to oneself, especially for older artifacts. | While each module involved group work, I wish we could have been graded based off of individual work within those groups as well. Many group members never showed up, or did any work at all. Also, I wish there were fewer presentations, especially in the beginning of the class, because many of the international students were visibly uncomfortable and stressed. | Change up group dynamic... My groups always had missing people who refused to meet up after class. I ended up spending so many hours struggling alone on 'group' projects. 

The teacher is vague... Her lectures started our decent but then became so jumbled and unnecessary. She likes to waste time with 'trial' presentations no one takes seriously... | Not as much emphasis on group projects. Unfair for students who always show up to class and do as much as the can while freeriders just mooch off the group (very common occurrence). | This course could be improved by having more lectures where you learn something in order to have enough knowledge to do the in class assignments.",,,,
AAS118,AAS,118,01,Fall,2016,INTRODUCTION TO ASIAN STUDIES,Peg Spitzer,https://classie-evals.stonybrook.edu/Section/details/AAS/118/01/LEC/1168/90932,1,34,37,7,4,9,2,9,1,3,1,1,0,,,,1.43,0.57,,1.43,0.57,,"I was able to expand upon my knowledge of Asian culture, and even decided to minor in Japanese Studies as a result of this new found knowledge :) There was a lot of work required on the student's part, however, I think it was definitely worth it, I learned so much! | It was interesting to learn about Asian society and how cultures are constantly interconnected with each other. | Group excersises where intresting and taught a lot. Learned about many places I dident know much about. | The opportunity to work with students from very different backgrounds in learning the course material. | Being able to absorb and learn. You're not too pressured into memorizing material.","I found it quite challenging to balance the work from the modules as well as work for the Viewshare platform. Having one day out of class time to work on Viewshare could be very beneficial. After speaking with several students, it seemed that a majority of them were still very confused with the Viewshare site. It would be very helpful if a collaboration day could be implemented into the weeks where the students do modules. The collaboration day could help students who are stuck with Viewshare basics, and also allow each student to talk in groups about what artifacts they are doing. It will also allow for inspiration for those who do not know what to research about. | There where a lot of group projects where others wouldn't do any work. Posibly adding a what did each person contribute or help with kind of sheet would keep groups from dumping the work on one person. | Maybe need more knowledge on some topics and need to not talk about only China. | I liked the course the way it was. | More time for the group projects",,,,
AAS118,AAS,118,01,Fall,2017,INTRODUCTION TO ASIAN STUDIES,Peg Spitzer,https://classie-evals.stonybrook.edu/Section/details/AAS/118/01/LEC/1178/88041,1,35,35,10,12,5,2,3,1,1,1,0,0,,,,1.65,1.23,1.0,1.65,1.23,1.0,"This class was very hands on. Our assignments had guidelines but when it came to the big project were working on all semester it gave us a lot of freedom to look into the things we like most about Asia. I learn a lot about things I already thought I knew. At the end of the semester I had 20 pages of research on my favorite things about Asia. I was impressed by the work I was able to produce. It confirmed my desires to be an AAS major. | I learned a lot from this class. It was very unconventional, but I liked that a lot. It wasn't just us listening to lectures, and it was a lot of hands-on learning. I think a lot of people who take this course may be greatly surprised to find that they can't just study the textbook to ace an exam, because participation and group work is such as big chunk of the course. I really appreciated that | I think it was valuable to look at Asia as a whole and continually look at different countries to try and get a better understanding of life across the continent. Also, Peggy Christoff is a very kind and understanding professor and really strives to help the students whenever questions arose. | Learning about different countries in Asia, not only China, Korea, and Japan | It helps the students understand different cultures which in some form helps","The structure of the class seemed generally disorganized; almost all of the module assignments were changed on the fly and there was almost always confusion on both the part of the students and professor Christoff. The class structure should be more streamlined. Additionally, lectures were often long, drawn out, and jumped to several different topics. The class would be easier to comprehend if lectures were shorter, stuck more to one topic at a time, and had more engagement on the part of the students. Also, the viewshare assignments being due at the same time as an approaching exam made studying for exams very difficult, and it created a lot of confusion as to what was required for viewshare and what was required for a module/class/tests. As a whole, the viewshare assignment should be removed from the course. I learned little about cultures of Asia as a whole after doing it, and the whole process of doing it was a stressful, disorganized cluster of a task that just made exams that much harder to understand.Separating the due dates would have helped a lot. | It got really overwhelming at times. When group presentations, website paragraphs, AND a test was all the same week, it was a little painful. Maybe space out some of the work? Some of the group work was really hard...especially since it required me to basically try to meet with people every week, and I work & am involved on campus & taking 21 credits. Sometimes, it's kind of impossible to meet. | I hated how I paid $27 for a clicker that we used TWICE. Even though Professor Christof was promising us that she will use it a lot for quizzes and attendance. Also, most of the students responded saying they don't have a clicker and they didn't want to buy one, but she just ignored her student. Also, the use of Viewshare is really useless, we could've just sent in some paragraphs. | Honestly, this class was way too dynamic. Every week there was some new task we had to do with a new country and new group mates. There was no solid lecture administered by the professor herself and it was really frustrating to not receive basic information when I signed up for an intro course. All in all, it was too abstract. Plain and simple. | Professor Christoff is very knowledgable about China, however a lot of information on Japan and Korea seemed misinformed and even unintentionally promoted incorrect stereotypes. I would recommend for her to look more into the countries aside from China.",,,,
AAS118,AAS,118,01,Spring,2018,INTRODUCTION TO ASIAN STUDIES,Gregory Ruf,https://classie-evals.stonybrook.edu/Section/details/AAS/118/01/LEC/1184/48157,1,36,40,17,9,4,3,1,1,2,1,0,2,,,,1.39,0.68,,1.39,0.68,,"I found the professor to be so valuable to this course. He's a very enthusiastic guy, you can tell he loves what he teaches, and I wish I had paid more attention to the reading material because the core of the discussions during class revolve around the assigned readings he gives us. Other than that, his exams and quizzes are fairly easy as long as you pay attention during class and read the material. Overall, good professor, good course, wish I spent invested more time in it. | The course helped me learn more about my Asian culture as well as other cultures in the world. We also had to do an interview and I felt like it got me out of our comfort zone. We also worked in groups which was nice because it was different from being in a lecture and I was able to make new friends through it which is difficult to do in college. | The teacher is enthusiastic about course material and has a good relationship with his students. He is approachable and has a positive attitude with regards to teaching and guiding students. He makes an effort to accommodate students and their needs and is efficient at handling any questions or even just stressed out students - like me. | I was able to learn more about Asia in a way that didn't put such a heavy workload on me. I was able to balance my workload and do well in this course because it wasn't too tough. Ruf is very understanding and accommodating to the class' needs, and has changed things around several times in order to help us do better. | I've learned lots of knowledge about Asian including culture, history, and landforms which are helpful when I travel to Asian countries in the future.","1. The course's content is really complex, which is hard to memorize all the materials. The introduction and explanation of each Asian topic is limited, making students confused.Well organizing the content and dividing into each class effectively are essential in this course. 2. The class is boring sometimes. Most of the time, the professor is talking about the material, and students' response is not very active. As a second language learner, it is hard to follow the class when the professor only speaks without any tool, such as ppt. Displaying related pictures and playing videos really helps students memorize a bunch of terms and make the class more interesting. If the professor can show something interesting to students, students can focus on the course instead of doing their own business. | The course felt a little unbalanced. At the beginning, we did a lot of group work and were also assigned 'busy work' like scavenger hunts. But the second half of the semester, we focused on learning about the histories and cultures of specific countries in Asia. I would rather the course just be focused on learning about Asian countries. Doing this might also let the course cover other countries more in depth, like those in Southeast Asia, which I feel should be included in an Intro to Asian Studies course.
Also, I know Japan was not the professor's area of expertise, but please learn how to correctly pronounce/spell Japanese names and words before teaching a unit on it. | Spend less time on AAS department/faculty research. I understand it is important to know what resources are available to us, but this should only take up a class at most. We ran out of time at the end of the semester and were unable to go into more depth about the actual class material, and spending less time on the AAS department/faculty information would have prevented this issue. | The course was not spaced out enough. We spent most of the semester learning about Stony Brook rather than the major countries of Asia. A lot of the syllabus was cut from the course. Group work was too much as the professor had us in so many groups it was hard to remember which group fro which project you were in. | The class is too boring. Before I enrolled in this course, I thought this course should be interesting and fun, but it was boring. I had to keep myself 100% focus on professor so that I will not leave early. Actually, professor can make his speech more interesting.",,,,
AAS201,AAS,201,01,Fall,2015,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1158/82877,1,37,50,15,7,9,4,5,5,1,0,0,4,,,,1.36,1.35,1.0,1.36,1.35,1.0,"actually nothing was valuable at all, the teacher is just horrible at teaching, and never explain clearly. I had no f****** idea what he is talking about and he won't answer any of my question or call or email. | The teacher was very passionate about the subject and he made it somewhat enjoyable and amusing to learn even though I'm not interested in the slight about the topic. | I learned a lot of things that even I did not know about India. Found out how many people actually take pride or praise India as a country. | Your charisma was cool. You clearly are enthusiastic about teaching. The topics were well picked. Most of the topics were well explained. | I have more knowledge about how important the Indian Subcontinent is to the world as a whole.","Structure of lectures and content for segment of class, which talked about Vedic texts and Upanishads and basically all explanations of Hinduism were very strangely structured. Hard to follow, especially with excess of tangents. Strangely, you had no problems with teaching any of the other religions. For Buddhism and Jaimism, structure was fairly good. But again, i say 'fairly good,' rather than 'good' because of the excess tangents.

I understand you are enthusiastic about teaching us and want us to know more, but the problem is that we really only had your lectures to really learn from. The textbook was very useless, as you have already acknowledged. Use of online search tools like google was risky because the information on websites is unreliable, unless the students spent considerable time combing through the websites to find reliable information. So you see, we really do rely on your lectures, quizes and lecture notes for good information. And when you go on tangents, it makes it trickier.

Basically, this entire complaint boils down to problem with organization on some topics (mostly concepts regarding Hinduism) combined with tangents. Honestly the tangents would not be a problem, really, if it weren't for the organization. | Subject matter that was tested on wasn't explicitly covered in class. Provided slides were just random bullet points with no supporting details. The text didn't provide sufficient information on what we were tested on. The people who already knew about Indian history from the start had a huge advantage. I think more assignments that would count toward the grade and lower the impact of exams would both help out students who aren't good at tests, as well as provide a medium of critically thinking about the material at one's own pace. 

Extra credit was unfair, as they were bonus lectures that were at a time I couldn't make, giving me a distinct disadvantage in a curved course for reasons beyond my control. Offer a choice between extra credit written assignments and attending bonus lectures to at least make it fair. | The professor teaches the course as if everybody in the class is Indian/an Indian studies major/Indian language major.  Decided at the end of the course to say the reason he didnt use the textbook that we were required to buy was because he didn't really like the way it was written therefore not justifying the need for us to buy it as it was not used.  Lecture material had no helpful information on it, mostly just pictures  with no context. | The class notes are very unorganize. Please use the powerpoints. The powerpoints were also very unorganize.  It difficult to students without the language background to understand, especially without enough of understandable notes. 
 Group review are not very helpful because the research people done may not be relevant to the exam. | Go into more detail about certain events. I felt like we talked about a lot of things but I really didn't learn anything because it was so brief.",3,GLO,,
AAS201,AAS,201,01,Spring,2017,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1174/56073,1,38,70,13,9,20,14,7,2,3,2,0,0,,,,1.47,1.05,1.0,1.47,1.05,1.0,"I liked learning about the culture of India and how things from thousands of years ago are still impacting Indians even today. For instance, the Vedas are still used today despite being written thousands of years ago. I took an Indian mythology class before this and it was interesting to learnin about the different myths that Indians have, but we never really dealt with the impacts it had on the civilization. This course did that though. The TA review session was very helpful and the extra credit was also good. | The Professor is very knowledgeable not only about India, but also world history and life topics. I enjoy listening to his lectures. It helped me to become more open minded about some of the most known concepts in India. | The instructor is very well spoken and definitely knows what he is talking about. Very kind and passionate about what he teaches power points were great to go through and reading was enriching | The Instructor was well educated, and he was very eager for all the topic to teach. And the professor very helpful to answer any questions we had inside and outside the class. | THE VAST AMOUNT OF INFORMATION WE LEARNED ABOUT INDIA AND HISTORY. IT WAS AMAZING TO LEARN SPECIFIC DETAILS AND EMPIRES WITHIN THE INDIAN SUBCONTINENT.","A more organized schedule of the chapters needed to be read before class. The professor doesn't go over everything that will be on the exam so you have to read the chapters. There are no review sessions or a list of the things we need to know for the test except for the final. He expects us to read 30-40 page chapters and doesn't tell us until a day or two right before class. They syllabus schedule doesn't include the chapter we need to read. IF you have no prior knowledge of india its going to be hard, not an easy dec but he makes it doable by providing a lot of extra credit and a project paper. | Improve the flow of lectures and clarify expectations of students on exams/quizzes.  There is a lot of material that was required and the tests seemed to pull very specific questions on a vast amount of material. Very hard to know all of the material in great detail as there was no direction as to what was important or not important. | His exams are very long, and the time given is too short. Not only me, but most of my classmates think that either the exams needs to have less questions, or more time needed to be given to us. Other then that this course was really good. And me being an Indian I learned a lot of things from this course and the professor as well. | I strongly disliked the pop quizzes and I wish the class was recorded. There is a lot of information and very difficult to take notes on everything. Also the exams are very hard. Some material that are on the exam isn't even taught yet. The textbook was not very helpful. | Review what will be on the tests or put a review sheet up I feel i always studied all the wrong things and don't know my grade due to that and especially since we go through a lot of subjects and materials within the week it makes the tests difficult",3,GLO,,
AAS201,AAS,201,01,Fall,2017,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1178/94615,1,39,37,10,11,6,3,1,0,4,2,0,0,,,,1.19,1.08,1.0,1.19,1.08,1.0,"Learning about the importance of India on a global scale was very eye-opening. I found it valuable that we covered many different facets of India, such as everyday life, customs, history, economy, geography, language, etc. | Prof. Sridhar has vast knowledge and personal insight in Regards to India. I knew India was cultural but I didn’t know so much about the different cultures and languages and how harmonious it all works together. | I enjoyed learning about my country in a more detailed way. We focused on languages, history, and culture in depth. The professor was also caring about the students and wanted us to succeed. | I felt connected to the world around me because I was learning something that I had never learned about before. I felt more well rounded and knowledgable. | Have the chance to learn about soemthing I knew so little about and truly enjoying it, promoted me to taking another class next semester like this.","There are no textbooks, reading, or general structure to the class. Your grade depends on how much you see the professor and how much extra credit you do. You can pay all the attention you can in class but you won't do well on the exams. There's no textbook to supplement the lectures and the slides are totally unhelpful. For example, you would need to know all about a concept but in the slides, there is only one bullet point about that concept and nothing written about it. Basically, the only material you have for the class is the lecture, which also hard to follow. The professor is really kind and understanding, but the lack of structure in the class makes it extremely difficult to achieve an A no matter how much attention you pay. I am personally terrible at taking lecture notes. But if you have amazing retention from listening then go ahead, take this class. If you have time for every extra credit lecture, take it. It is reasonable to expect to be able to put your full effort forward in a class and expect your exam results to reap that, but in this course that is not possible. The grade just isn't based on any kind of merit. I paid attention in every single lecture, went to every single class, took as many notes as possible, but still this class will keep me from getting the 4.0 I wanted and needed this semester. | Honestly, he is a sweet old man who is very passionate, but he is not the easiest teacher to learn from. He is a 'digresser' and didn't supply ample information on the slides to make up for that. The midterm had questions that he didn't discuss enough or at all. If you have no background of Indian culture this course is confusing. He talks to us as though we all already have the basic understand of the languages as well as cultural norms. However, I do believe that he would be a wonderful teacher for those who already have a least some concept of the Indian Civilization. | If the professor did not go on tangents. I felt like a lot of material was always left uncovered/unfinished and we were expected to know it anyway. On top of that, on our midterm there were questions that we did not know because it wasn't covered in class and wasn't on the power points. Also, there were questions that I felt only Indian students could know the answer to. Either teach everyone the same material so all students can be on the same page, or don't include questions that would put others at a disadvantage. | Much better preparation for exams is needed- the exams don't test what is taught in class at all which is why the median for the course is so low. Im surprised this hasn't been improved on as it's the number one complaint i heard of when signing up for this course. Also maybe the exams should be shorter. Considering the course is mainly lectures, maybe consider moving the grading to project based or group tests? | The format of the exam should be consistent to what is said. The powerpoints should be more organized focus more on the important detail. Overall lectures need to be organized as well. A structure should institutionalized. Letting students know what the exams will focus more on. Also what is expected in projects and essay should be said",3,GLO,,
AAS201,AAS,201,01,Fall,2018,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1188/89014,1,40,84,23,13,25,15,0,6,2,0,0,0,,,,1.54,1.27,1.0,1.54,1.27,1.0,"I first took this course because of SBC requirement but I got addicted this course because of Hinduism and Upanishads and the stories. Hinduism captured my interest because of concept of multiple Gods. I enjoyed that what I truly wanted in a religion actually existed. Hinduism is very addictive to me. I love the idea of inclusiveness of the religion. Upanishads were extremely valuable to me because of the philosophy and the stories about it. I loved the story about Nachiketa and Yama, the God of Death in Katha Upanishads. It is exquisite and truly original. I have not heard another story like that in my whole life. I also loved Ratha Kalpana. It is a 'Chariot Image', or in layman's term, chariot analogy. It is about relationship between senses, mind, and one's self. Truly original, it is one of the most valuable lessons in my life and I am grateful to Professor Sridhar to that. | The course itself is valuable in the essence that it teaches about many economic, political, and social/cultural aspects of India and its surrounding continent, which I was not very well versed in and had little to no prior knowledge of. It opened up a little window of knowledge to the story of India. | The course taught me a lot about Indian History, and it often gave multiple viewpoints about controversial topics, which I thought was very admirable and also made me more engaged in the things being discussed in class. | The professor of this course was effective in teaching the subject matter, and homework assignments were typically light and not given very frequently. | Learning about India, why it is so important. Discovering the many fascinating aspects of India's history, culture, and philosophy, and literature.","The course could be improved in a multitude of ways- mainly with how the professor goes about teaching it. He/she should have more availability with office hours, be ACTIVELY responsive to emails (as students will have various concerns that they may not be able to vocalize in person at a specific time, or even just quick questions that take very little time to get back to). Students take their time out to write an email to professors, professors should at least do the same. He/she should also have an organized way of teaching the course material; his lectures were disorganized and hard to follow. Professor Sridhar would jump from a topic to an unrelated topic and not keep in order with his PowerPoints when teaching, many times would go off on a tangent. His BlackBoard was also a bit disorganized; professors should also be able to know how to use a computer properly and know how to upload documents in an organized fashion and timely manner. This was an issue in the beginning of the semester. | The professor posts tons of powerpoints on Blackboard but does not use the majority of them in class. He asks for assignments based on readings/videos and then does not grade them. The review sheets for midterms/the final are not helpful as they are full of dozens of terms and the professor calls it an 'incomplete list' of things you should know, and then says that all the things on the list might not even be on the exams. It would be more helpful for the students and the professor if he would be more straight forward about the material and what is expected to be known for the exam. | The professor was very eager to teach the class, but the level of eagerness wasn't the same as willingness to have responsibility of keeping the organization of the class such as assignments, tests, and the communication between the mentor-student. If the professor could be a bit more organized and on top of their duty like nearly all students were, then maybe the students' attention rate would be much higher. | Professor Sridhar's exams would ask questions not answered during the lectures and readings.  My class average was about 50-60%, which is very concerning.  I do not believe out of 100 or 200 students, the majority failed the midterm due to a lack of preparation.  He also would not give us enough time to complete quizzes.  I remember my class rushing to finish the questions in the allotted time | Professor Sridhar is really passionate about the course which makes it very interesting, but he tends to get off topic quite often which leads to a lot of supplementary information that gets muddled in with the information that we are actually to be tested on. The class could definitely use some more definite structure.",3,GLO,,
AAS201,AAS,201,01,Fall,2019,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1198/87821,1,41,81,26,13,18,13,6,0,4,0,1,0,,,,1.3,1.07,1.0,1.3,1.07,1.0,"Professor Sridhar is an amazing professor who is very knowledgeable and passionate about what he teaches. He's been doing it for many years and you can tell by the way he speaks in lecture. Unfortunately, while he teaches the content well the quizzes and midterms are unreasonably difficult and cause a lot of frustration. Averages are pretty low, but honestly, i came to realize it wasn't bad at all when he offers well over 10 points of extra credit to your GPA, a whole letter grade, sometimes two if you're on the border. On top of this the course is heavily curved at the end after all grades are in and everyone ends up doing pretty well. So as long as you take notes and come to lectures, should be a easy B, if not an easy A. | I think, in general, Americans lack knowledge of the East Asia and South Asia unless they are directly linked to it somehow. In my high school Social Studies classes, I only learned about India with its relation to China in terms of its religions and in relation to Britain with the British East India Company. This course gave me a deeper understanding of South Asia as its own independent entity. | The professor was passionate and educated upon many facets of the Indian sub-continent. This breadth of knowledge lead to many tangents about India that enabled for a comprehensive understanding of various Indian institutions, ideas, and historical points. | You MUST attend class because a lot of the info on quizzes comes from lecture rather than the book | Learning about the major Indian civilizations and background history of ancient India.","This course is a waste of time. The content is not structured at all. One day we discuss random parts o Indian History, other days we discuss the Bhagavad Gita, other days we discuss minority ethnic groups in South Asia. While these are all interesting and important topics, there is no order to it, which makes it confusing. I feel like we only briefly covered important parts of Indian history that I would have liked to have a better understanding of. In addition, we covered these topics out of order, so that I was unable to see the natural progression and learn more effectively how these events build on each other. The lectures themselves are often dry and it is hard to stay focused.We hardly go into detail on the topics we do cover. I am learning more about India, its culture and history, in my Hinduism class, which teaches me those things while also teaching me a great deal more about the beliefs and sacred texts of Hinduism. Both classes meet for the same amount of time each week, and are both 200 level classes, so something is clearly wrong here. Thank you. | I think Professor Sridhar is a wonderfully passionate and knowledgeable teacher. I really enjoyed his course. My only recommendation would be in terms of his organization and time management, I think he could be a bit more focused and disciplined. It seemed the syllabus and some power points were recycled from past material and were in need of being updated. I wish we had been able to cover all the syllabus had intended for us to, especially the arts of India as I was looking forward to learning about them. Sometimes it seemed that the professor became so excited about a certain topic that he would spend extra time that we did not have to go into more detail on it. In some instances, I really enjoyed this in-depth approach, but I think it would be useful to weigh the cost of how going deeper into certain subjects will hold us back from covering certain other subjects at all. Overall, I really enjoyed the class and would take it again in a heartbeat. | Professor Sridhar is a nice person but I believe that the way he teaches isn't very effective. He seems to know a lot regarding Indian history and its background, but I personally had some difficulty with grasping the main concept of topic that he explained during the lecture. This course could be more interesting if he doesn't just talk about what we're suppose to know but rather have all the important stuff in Power Points or written down. | The course did not feel regimented in its actual coursework. The lectures tended to branch out from their original intentions and equally did not follow the slides that were offered. These digressions made the content difficult to study and was compounded by the lack of real review or insight to the content that would be on quizzes or tests. The slides themselves were also relatively hollow, being short points that did not say much. | Don't include a project with such a large group as it is very difficult to get in contact with groupmates in a lecture class. Use a more effective textbook. Don't quiz students on specific quotes and comparisons from the textbook, but instead on main ideas and details regarding the material",3,GLO,,
AAS201,AAS,201,01,Fall,2020,INTRO TO CIV OF INDIAN SUBCONT,S.N. Sridhar,https://classie-evals.stonybrook.edu/Section/details/AAS/201/01/LEC/1208/87587,1,42,68,24,9,13,22,0,0,0,0,0,0,,,,1.46,0.56,,1.46,0.56,,"I learned a lot about other cultures and I really enjoyed how knowledgeable the professor was. He could talk about situations in detail because he was talking about something he was passionate about. He is also very kind to his students which made me want to learn more. | Professor Sridhar is a leading authority in Indian Studies and should be treasured as such. His wealth of knowledge and depth of understanding in the field is unmatched and as such, is a valuable asset to Stony Brook, and the world in general. | One of the best professors I have had at Stony Brook!!! The lectures were very interesting and useful on the exams. Professor is also very accommodating and actually listens to his students. | Professor Sridhar's lectures were valuable as he knows a great deal about this subject. He fills in power points with stories and details. His lecture telling is very fun to listen to. | I liked learning about the history and culture of India because it gave me more understanding of where I was from.","I think the professor should give homeworks and readings because they would help grasp the context a lot more. It was also hard for me to understand certain words because they were in the Indian language, so I think he should have typed them or spelled it out. | If the Professor can put a proper grading rubric in the syllabus. However, it is our first semester online, so I am sure it was just the confusion we all had with adjusting. | If the lectures and Powerpoints had a more seamless connection to the textbook, I think it would be better as a second source of information. | Powerpoints! It is hard to follow when the Professor sometimes lectures without the use of powerpoints. | The course can be better if there were TA's that could have helped the professor with the work load.",3,GLO,,
